Tamanho,AVL_Media,RB_Media,B1_Media,B5_Media,B10_Media
483,20802.40,12856.10,14019.90,10630.10,10322.50
484,20929.40,12886.20,14093.80,10635.20,10284.80
485,20915.40,12825.90,13868.10,10658.50,10216.00
486,21066.90,12940.40,14321.20,10694.20,10347.70
487,21026.20,13026.70,14078.40,10760.90,10299.80
488,21152.70,13022.80,14082.20,10784.50,10390.30
489,21225.90,13088.10,14306.10,10861.70,10336.00
490,21240.90,13002.10,14143.60,10764.10,10458.30
491,21265.90,13158.70,14074.40,10841.30,10428.60
492,21230.20,13117.40,14310.40,10851.80,10478.90
493,21275.90,13089.50,14504.80,10886.10,10461.60
494,21430.80,13266.60,14488.00,10870.30,10558.70
495,21503.70,13241.90,14404.50,10939.00,10531.70
496,21508.40,13319.40,14543.80,10973.60,10585.90
497,21463.40,13262.80,14366.20,10970.90,10538.70
498,21612.80,13334.00,14489.00,11070.30,10571.60
499,21534.80,13249.40,14678.30,11038.80,10615.30
500,21746.70,13426.40,14797.70,11026.70,10707.90
501,21698.00,13294.00,14459.30,11086.40,10581.20
502,21774.00,13366.70,14650.40,11113.00,10712.70
503,21928.00,13326.80,14684.00,11037.30,10687.80
504,21839.30,13483.50,14893.10,11160.30,10702.20
505,22014.20,13430.60,14803.50,11186.10,10724.70
506,22017.10,13497.90,15006.10,11273.70,10772.50
507,22008.20,13520.60,14768.00,11232.70,10853.40
508,22174.60,13646.90,14949.10,11235.70,10899.30
509,22184.90,13674.50,14878.70,11294.40,10749.70
510,22157.80,13671.40,15247.20,11342.70,10889.90
511,22240.80,13739.40,14861.90,11357.70,10853.60
512,22367.30,13692.20,15035.30,11391.90,10899.00
513,22376.00,13746.90,15033.10,11335.70,10943.60
514,22456.10,13800.60,15279.70,11439.40,11018.00
515,22324.00,13715.30,15034.90,11434.60,11007.80
516,22527.90,13847.70,15175.70,11446.80,10975.80
517,22606.80,13913.60,15254.50,11530.90,11094.90
518,22539.40,13891.90,15353.40,11517.30,11092.50
519,22629.60,13995.50,15337.30,11508.70,11047.80
520,22752.60,13907.80,15404.50,11490.50,11160.40
